dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
cifar10,False,False,57,0.1,top-left,0,0.2,0,0.04744757022460302,adam,16,static,10,0,0,1,1,1,False,0.6746666666666666,0.627,0.143
cifar10,False,False,57,0.1,top-left,0,0.2,0,0.04682001175483068,adam,16,static,10,0,0,1,1,3,False,0.6775555555555556,0.63,0.155
cifar10,False,False,57,0.1,top-left,0,0.2,0,0.04527250910136435,adam,16,static,10,0,0,1,1,5,False,0.69,0.622,0.291
cifar10,False,False,57,0.1,top-left,0,0.2,0,0.04574285806218783,adam,16,static,10,0,0,1,1,7,False,0.6883333333333334,0.605,0.462
cifar10,False,False,57,0.1,top-left,0,0.2,0,0.04403825255235036,adam,16,static,10,0,0,1,1,9,False,0.7081111111111111,0.61,0.635
cifar10,False,False,57,0.1,top-left,0,0.2,0,0.0408657873902056,adam,16,static,10,0,0,1,1,11,False,0.7348888888888889,0.629,0.856
