dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
gesture,False,False,42,0.1,top-left,2,0.3,0,0.014547466040671277,adam,16,static,40,15,0,0,1,1,False,0.9158163265306123,0.8854166666666666,0.11458333333333333
gesture,False,False,42,0.1,top-left,2,0.3,0,0.01456173109904337,adam,16,static,40,14,0,0,1,2,False,0.9217687074829932,0.9097222222222222,0.1076388888888889
gesture,False,False,42,0.1,top-left,2,0.3,0,0.015273510310545463,adam,16,static,40,13,0,0,1,3,False,0.9141156462585034,0.8993055555555556,0.09375
gesture,False,False,42,0.1,top-left,2,0.3,0,0.014669829241449939,adam,16,static,40,12,0,0,1,4,False,0.9175170068027211,0.8854166666666666,0.12152777777777778
gesture,False,False,42,0.1,top-left,2,0.3,0,0.013932636409972598,adam,16,static,40,11,0,0,1,5,False,0.91921768707483,0.9027777777777778,0.1076388888888889
gesture,False,False,42,0.1,top-left,2,0.3,0,0.0140292085327056,adam,16,static,40,10,0,0,1,6,False,0.9183673469387755,0.9027777777777778,0.11805555555555555
gesture,False,False,42,0.1,top-left,2,0.3,0,0.00875023571888403,adam,16,static,40,9,0,0,1,7,False,0.9566326530612245,0.9027777777777778,0.5520833333333334
gesture,False,False,42,0.1,top-left,2,0.3,0,0.009087774883575586,adam,16,static,40,8,0,0,1,8,False,0.9710884353741497,0.8888888888888888,0.6388888888888888
