dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
mnist,False,False,42,0.1,top-left,2,0.2,0,0.0006706035925408514,adam,16,static,10,0,0,0,1,1,False,0.9965333333333334,0.9944,1.0
mnist,False,False,42,0.1,top-left,2,0.2,0,0.0006928244923517392,adam,16,static,10,0,0,0,1,2,False,0.9965833333333334,0.9934,1.0
mnist,False,False,42,0.1,top-left,2,0.2,0,0.0007173060620218545,adam,16,static,10,0,0,0,1,3,False,0.9964166666666666,0.9934,1.0
mnist,False,False,42,0.1,top-left,2,0.2,0,0.000712655019508035,adam,16,static,10,0,0,0,1,4,False,0.9963666666666666,0.9933,1.0
mnist,False,False,42,0.1,top-left,2,0.2,0,0.0006940293102571029,adam,16,static,10,0,0,0,1,5,False,0.9964,0.9933,1.0
mnist,False,False,42,0.1,top-left,2,0.2,0,0.0006614759833650018,adam,16,static,10,0,0,0,1,6,False,0.99695,0.9945,1.0
mnist,False,False,42,0.1,top-left,2,0.2,0,0.0007001580881763175,adam,16,static,10,0,0,0,1,7,False,0.99645,0.9934,1.0
mnist,False,False,42,0.1,top-left,2,0.2,0,0.0006156966892152544,adam,16,static,10,0,0,0,1,8,False,0.99705,0.994,1.0
