dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor,defend,prune,prune_rate,pruned_clean,pruned_bd,fine_tune,fine_tune_epochs,fine_tune_clean,fine_tune_bd,fine_prune,fine_prune_clean,fine_prune_bd
gesture,False,False,43,0.1,top-left,1,0.1,0,0.0013295714624644238,adam,16,static,64,0,0,0,1,99,False,1.0,0.9097222222222222,0.9895833333333334,True,True,0.8,0.5486111111111112,0.9930555555555556,True,6,0.9131944444444444,0.9930555555555556,True,0.5451388888888888,0.9930555555555556
cifar10,False,False,43,0.1,top-left,1,0.1,0,0.031513009193870754,adam,16,static,10,0,0,0,1,99,False,0.8052222222222222,0.659,0.954,True,True,0.8,0.329,0.925,True,1,0.663,0.954,True,0.376,0.931
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.033578998759388926,adam,16,static,10,0,0,0,1,99,False,0.7838888888888889,0.647,0.956,True,True,0.8,0.394,0.855,True,5,0.645,0.958,True,0.286,0.515
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.033578998759388926,adam,16,static,10,0,0,0,1,99,False,0.7838888888888889,0.647,0.956,True,True,0.8,0.394,0.855,True,1,0.653,0.956,True,0.293,0.537
