gesture,False,False,57,0.1,top-left,1,0.2,0,0.005630036912617736,adam,16,static,40,0,0,0,1,5,False,0.9906462585034014,0.8923611111111112,0.9965277777777778,True,True,0.6,0.6979166666666666,0.7048611111111112,True,10,0.8958333333333334,0.02383651012658245,True,0.9027777777777778,0.6041666666666666
gesture,False,False,57,0.1,top-left,1,0.2,0,0.004327796554813783,adam,16,static,40,0,0,0,1,6,False,0.9914965986394558,0.9236111111111112,1.0,True,True,0.6,0.6180555555555556,0.7743055555555556,True,10,0.9131944444444444,0.018160634958702657,True,0.9097222222222222,0.7708333333333334
gesture,False,False,57,0.1,top-left,1,0.2,0,0.003687051965912082,adam,16,static,40,0,0,0,1,7,False,0.9957482993197279,0.9201388888888888,1.0,True,True,0.6,0.6944444444444444,0.8541666666666666,True,10,0.9027777777777778,0.010416802628444403,True,0.90625,0.8576388888888888
gesture,False,False,57,0.1,top-left,1,0.2,0,0.0030955250745601194,adam,16,static,40,0,0,0,1,55,False,0.9965986394557823,0.9097222222222222,1.0,True,True,0.6,0.7395833333333334,1.0,True,10,0.9201388888888888,0.016441786592218302,True,0.90625,0.8854166666666666
gesture,False,False,57,0.1,top-left,1,0.2,0,0.0030955250745601194,adam,16,static,40,0,0,0,1,55,False,0.9965986394557823,0.9097222222222222,1.0,True,True,0.85,0.2743055555555556,0.9895833333333334,True,10,0.9236111111111112,0.020500340851463586,True,0.9166666666666666,0.7951388888888888
gesture,False,False,57,0.1,top-left,1,0.2,0,0.0030955250745601194,adam,16,static,40,0,0,0,1,55,False,0.9965986394557823,0.9097222222222222,1.0,True,True,0.99,0.08333333333333333,1.0,True,10,0.9201388888888888,0.023485033692041826,True,0.9236111111111112,0.6875
gesture,False,False,57,0.1,top-left,1,0.2,0,0.07133747328098128,adam,16,static,1,0,0,0,1,55,False,0.32908163265306123,0.5902777777777778,0.05555555555555555,True,True,1,0.08333333333333333,1.0,True,10,0.5902777777777778,0.11392303007758325,True,0.8194444444444444,0.07291666666666667
gesture,False,False,57,0.1,top-left,1,0.2,1,0.01340284657531551,adam,16,static,20,0,0,0,1,55,False,0.9336734693877551,0.8854166666666666,1.0,True,True,1,0.08333333333333333,0.0,True,10,0.8888888888888888,0.012861797066256663,True,0.8576388888888888,0.4201388888888889
gesture,False,False,57,0.1,top-left,1,0.2,1,0.032832318422745685,adam,16,static,10,0,0,0,1,55,False,0.7525510204081632,0.75,0.09027777777777778,True,True,1,0.08333333333333333,0.0,True,10,0.8194444444444444,0.13703098261935842,True,0.9097222222222222,0.08680555555555555
gesture,False,False,57,0.1,top-left,1,0.2,0,0.014664309264040318,adam,16,flash,20,0,0,0,1,4,False,0.9336734693877551,0.8506944444444444,1.0,True,True,0.8,0.10416666666666667,1.0,True,10,0.8611111111111112,0.08685443695220682,True,0.8715277777777778,0.09027777777777778
gesture,False,False,57,0.1,top-left,1,0.2,0,0.0037571325301046983,adam,16,flash,40,0,0,0,1,5,False,0.9948979591836735,0.9236111111111112,1.0,True,True,0.6,0.6493055555555556,0.9861111111111112,True,4,0.9270833333333334,0.01695451877700786,True,0.9131944444444444,1.0
gesture,False,False,57,0.1,top-left,1,0.2,0,0.004381631318872579,adam,16,flash,40,0,0,0,1,6,False,0.9923469387755102,0.9201388888888888,1.0,True,True,0.6,0.5625,1.0,True,4,0.9270833333333334,0.011134464985742751,True,0.9340277777777778,1.0
gesture,False,False,57,0.1,top-left,1,0.2,0,0.005630036912617736,adam,16,static,40,0,0,0,1,5,False,0.9906462585034014,0.8923611111111112,0.9965277777777778,True,True,0.6,0.6979166666666666,0.7048611111111112,True,4,0.8923611111111112,0.01886489432460318,True,0.9027777777777778,0.9965277777777778
gesture,False,False,57,0.1,top-left,1,0.2,0,0.004327796554813783,adam,16,static,40,0,0,0,1,6,False,0.9914965986394558,0.9236111111111112,1.0,True,True,0.6,0.6180555555555556,0.7743055555555556,True,4,0.9166666666666666,0.013957236586267956,True,0.9201388888888888,1.0
gesture,False,False,57,0.1,top-left,1,0.2,0,0.003687051965912082,adam,16,static,40,0,0,0,1,7,False,0.9957482993197279,0.9201388888888888,1.0,True,True,0.6,0.6944444444444444,0.8541666666666666,True,4,0.9166666666666666,0.011267386040546827,True,0.9236111111111112,0.9965277777777778
gesture,False,False,57,0.1,top-left,1,0.2,0,0.005630036912617736,adam,16,static,40,0,0,0,1,5,False,0.9906462585034014,0.8923611111111112,0.9965277777777778,True,True,0.6,0.6979166666666666,0.7048611111111112,True,8,0.9027777777777778,0.020094746772277478,True,0.90625,0.8090277777777778
gesture,False,False,57,0.1,top-left,1,0.2,0,0.004327796554813783,adam,16,static,40,0,0,0,1,6,False,0.9914965986394558,0.9236111111111112,1.0,True,True,0.6,0.6180555555555556,0.7743055555555556,True,8,0.9201388888888888,0.013547844822622009,True,0.9201388888888888,0.8854166666666666
gesture,False,False,57,0.1,top-left,1,0.2,0,0.003687051965912082,adam,16,static,40,0,0,0,1,7,False,0.9957482993197279,0.9201388888888888,1.0,True,True,0.6,0.6944444444444444,0.8541666666666666,True,8,0.9236111111111112,0.011536803872634968,True,0.9305555555555556,0.9166666666666666
gesture,False,False,57,0.1,top-left,1,0.2,0,0.0037814016536283656,adam,16,static,40,0,0,0,1,8,False,0.9914965986394558,0.9131944444444444,1.0,True,True,0.6,0.5659722222222222,0.6666666666666666,True,8,0.9097222222222222,0.005061676468257146,True,0.90625,1.0
