dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.04372627091076639,adam,16,static,10,7,0,0,1,1,False,0.712,0.618,0.671
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.04050915515422821,adam,16,static,10,7,0,0,1,2,False,0.7441111111111111,0.625,0.95
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.0375046147323317,adam,16,static,10,6,0,0,1,3,False,0.7712222222222223,0.63,0.995
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03784515361322297,adam,16,static,10,6,0,0,1,4,False,0.7635555555555555,0.632,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.0358964830653535,adam,16,static,10,5,0,0,1,5,False,0.7773333333333333,0.656,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03572264108392927,adam,16,static,10,5,0,0,1,6,False,0.7785555555555556,0.65,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03506412631935543,adam,16,static,10,4,0,0,1,7,False,0.7748888888888888,0.649,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03345141025384267,adam,16,static,10,4,0,0,1,8,False,0.791,0.671,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04120620758831501,adam,16,static,10,0,0,0,1,1,False,0.7366666666666667,0.636,0.876
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.038499707013368606,adam,16,static,10,0,0,0,1,2,False,0.757,0.628,0.996
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.037976657147208846,adam,16,static,10,0,0,0,1,3,False,0.761,0.635,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.035720483978589374,adam,16,static,10,0,0,0,1,4,False,0.7781111111111111,0.634,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.0358632591466109,adam,16,static,10,0,0,0,1,5,False,0.7732222222222223,0.649,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03563628991444905,adam,16,static,10,0,0,0,1,6,False,0.7732222222222223,0.661,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03601341275705232,adam,16,static,10,0,0,0,1,7,False,0.7667777777777778,0.646,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03598886063529386,adam,16,static,10,0,0,0,1,8,False,0.7698888888888888,0.638,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04800233353177706,adam,16,static,10,15,0,0,1,1,False,0.6702222222222223,0.613,0.134
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.044704328020413714,adam,16,static,10,14,0,0,1,2,False,0.6923333333333334,0.633,0.189
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04207784264286359,adam,16,static,10,13,0,0,1,3,False,0.7124444444444444,0.655,0.272
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04034638293915325,adam,16,static,10,12,0,0,1,4,False,0.7332222222222222,0.646,0.386
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03835021318660842,adam,16,static,10,11,0,0,1,5,False,0.7571111111111111,0.654,0.523
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.036650416574544376,adam,16,static,10,10,0,0,1,6,False,0.78,0.65,0.747
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.0365431309060918,adam,16,static,10,9,0,0,1,7,False,0.7857777777777778,0.655,0.903
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.035321219651235476,adam,16,static,10,8,0,0,1,8,False,0.7916666666666666,0.658,0.991
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.040155642554163935,adam,16,static,10,7,0,0,1,1,False,0.7493333333333333,0.634,0.946
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03926817672782474,adam,16,static,10,7,0,0,1,2,False,0.7553333333333333,0.64,0.97
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.037998885121610426,adam,16,static,10,6,0,0,1,3,False,0.7603333333333333,0.644,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.036169195695055854,adam,16,static,10,6,0,0,1,4,False,0.7782222222222223,0.635,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.036958878642982904,adam,16,static,10,5,0,0,1,5,False,0.77,0.64,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03691737813585334,adam,16,static,10,5,0,0,1,6,False,0.7646666666666667,0.627,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.034828325715329914,adam,16,static,10,4,0,0,1,7,False,0.7813333333333333,0.658,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03592469412088394,adam,16,static,10,4,0,0,1,8,False,0.7704444444444445,0.638,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04747535644968351,adam,16,static,10,0,0,1,1,1,False,0.6738888888888889,0.63,0.119
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04579392864306768,adam,16,static,10,0,0,1,1,3,False,0.6892222222222222,0.618,0.283
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.0413875314394633,adam,16,static,10,0,0,1,1,5,False,0.7378888888888889,0.632,0.94
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.039569696810510424,adam,16,static,10,0,0,1,1,7,False,0.7447777777777778,0.623,0.999
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03852119579248958,adam,16,static,10,0,0,1,1,9,False,0.75,0.632,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03772819575170676,adam,16,static,10,0,0,1,1,11,False,0.7484444444444445,0.637,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04763911991980341,adam,16,static,10,15,0,1,1,1,False,0.6728888888888889,0.627,0.12
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04761182622114817,adam,16,static,10,13,0,1,1,3,False,0.673,0.603,0.138
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04469325797094239,adam,16,static,10,11,0,1,1,5,False,0.7021111111111111,0.611,0.334
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.042062251872486536,adam,16,static,10,9,0,1,1,7,False,0.7326666666666667,0.626,0.69
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03939741453693973,adam,16,static,10,7,0,1,1,9,False,0.7524444444444445,0.625,0.957
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03860613983869553,adam,16,static,10,5,0,1,1,11,False,0.7485555555555555,0.631,0.995
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04777495806084739,adam,16,static,10,7,0,1,1,1,False,0.6771111111111111,0.62,0.13
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04552903532650736,adam,16,static,10,6,0,1,1,3,False,0.6955555555555556,0.625,0.381
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04157865506410599,adam,16,static,10,5,0,1,1,5,False,0.7307777777777777,0.609,0.952
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03961733817557494,adam,16,static,10,4,0,1,1,7,False,0.7424444444444445,0.616,0.986
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.038396861149205104,adam,16,static,10,3,0,1,1,9,False,0.7545555555555555,0.637,0.996
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.0369485191570388,adam,16,static,10,2,0,1,1,11,False,0.7574444444444445,0.636,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.0448894054028723,adam,16,static,10,0,0,1,1,1,False,0.6925555555555556,0.627,0.35
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.04085010006692674,adam,16,static,10,0,0,1,1,3,False,0.7371111111111112,0.622,0.959
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.037456370719605024,adam,16,static,10,0,0,1,1,5,False,0.7612222222222222,0.623,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.035437733930018214,adam,16,static,10,0,0,1,1,7,False,0.7758888888888889,0.645,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03495811155935129,adam,16,static,10,0,0,1,1,9,False,0.7708888888888888,0.647,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03373633038169808,adam,16,static,10,0,0,1,1,11,False,0.7841111111111111,0.657,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.048227583934863406,adam,16,static,10,15,0,1,1,1,False,0.6687777777777778,0.615,0.122
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.045786006175809434,adam,16,static,10,13,0,1,1,3,False,0.6807777777777778,0.632,0.221
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.04237668514582846,adam,16,static,10,11,0,1,1,5,False,0.7198888888888889,0.645,0.472
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.039721290826797484,adam,16,static,10,9,0,1,1,7,False,0.7544444444444445,0.637,0.964
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.036853528794315124,adam,16,static,10,7,0,1,1,9,False,0.7775555555555556,0.654,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03541978338029649,adam,16,static,10,5,0,1,1,11,False,0.7805555555555556,0.659,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.04372627091076639,adam,16,static,10,7,0,1,1,1,False,0.712,0.618,0.671
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.040246112373140124,adam,16,static,10,6,0,1,1,3,False,0.7458888888888889,0.629,0.978
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.0381497044828203,adam,16,static,10,5,0,1,1,5,False,0.7587777777777778,0.626,0.999
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03671566932400068,adam,16,static,10,4,0,1,1,7,False,0.7698888888888888,0.635,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03500765364368757,adam,16,static,10,3,0,1,1,9,False,0.7793333333333333,0.644,1.0
cifar10,False,False,57,0.1,top-left,1,0.2,0,0.03360524598922995,adam,16,static,10,2,0,1,1,11,False,0.7882222222222223,0.655,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04120620758831501,adam,16,static,10,0,0,1,1,1,False,0.7366666666666667,0.636,0.876
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03835668587684631,adam,16,static,10,0,0,1,1,3,False,0.7568888888888889,0.634,0.999
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03647513931492964,adam,16,static,10,0,0,1,1,5,False,0.77,0.631,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03585721612307761,adam,16,static,10,0,0,1,1,7,False,0.7716666666666666,0.645,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.0341327857159906,adam,16,static,10,0,0,1,1,9,False,0.7802222222222223,0.668,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.034567401059799725,adam,16,static,10,0,0,1,1,11,False,0.7764444444444445,0.648,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04800233353177706,adam,16,static,10,15,0,1,1,1,False,0.6702222222222223,0.613,0.134
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04511706742313173,adam,16,static,10,13,0,1,1,3,False,0.6918888888888889,0.626,0.253
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.04184537650810348,adam,16,static,10,11,0,1,1,5,False,0.7301111111111112,0.638,0.578
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03888522969517443,adam,16,static,10,9,0,1,1,7,False,0.765,0.644,0.969
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.035715778107444446,adam,16,static,10,7,0,1,1,9,False,0.7853333333333333,0.662,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.0352400647368696,adam,16,static,10,5,0,1,1,11,False,0.7801111111111111,0.657,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.040155642554163935,adam,16,static,10,7,0,1,1,1,False,0.7493333333333333,0.634,0.946
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.038566184904840255,adam,16,static,10,6,0,1,1,3,False,0.76,0.633,0.997
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.036673530414700506,adam,16,static,10,5,0,1,1,5,False,0.7687777777777778,0.645,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03625744274010261,adam,16,static,10,4,0,1,1,7,False,0.7674444444444445,0.644,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03589557857480314,adam,16,static,10,3,0,1,1,9,False,0.7657777777777778,0.657,1.0
cifar10,False,False,57,0.1,top-left,1,0.3,0,0.03427200336092048,adam,16,static,10,2,0,1,1,11,False,0.7798888888888889,0.649,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04121142953303125,adam,16,flash,10,0,0,0,1,1,False,0.7331111111111112,0.608,0.992
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04125245460867882,adam,16,flash,10,0,0,0,1,2,False,0.7274444444444444,0.614,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03988504394888878,adam,16,flash,10,0,0,0,1,3,False,0.7351111111111112,0.598,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04082790979577435,adam,16,flash,10,0,0,0,1,4,False,0.7275555555555555,0.611,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04057354262140062,adam,16,flash,10,0,0,0,1,5,False,0.7228888888888889,0.627,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03975317445231809,adam,16,flash,10,0,0,0,1,6,False,0.7371111111111112,0.614,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03921040452023347,adam,16,flash,10,0,0,0,1,7,False,0.7332222222222222,0.619,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.040635557413101195,adam,16,flash,10,0,0,0,1,8,False,0.7194444444444444,0.607,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04699986079004076,adam,16,flash,10,15,0,0,1,1,False,0.6755555555555556,0.633,0.138
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04418041046957175,adam,16,flash,10,14,0,0,1,2,False,0.6964444444444444,0.634,0.181
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04332981005642149,adam,16,flash,10,13,0,0,1,3,False,0.7004444444444444,0.644,0.283
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04239358549316724,adam,16,flash,10,12,0,0,1,4,False,0.7156666666666667,0.633,0.404
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04036417997545666,adam,16,flash,10,11,0,0,1,5,False,0.742,0.635,0.608
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.0396235631108284,adam,16,flash,10,10,0,0,1,6,False,0.7525555555555555,0.641,0.803
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03989439883000321,adam,16,flash,10,9,0,0,1,7,False,0.7505555555555555,0.624,0.929
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.039418091168006264,adam,16,flash,10,8,0,0,1,8,False,0.7556666666666667,0.623,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04034694646133317,adam,16,flash,10,7,0,0,1,1,False,0.7383333333333333,0.628,0.997
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03951068062914742,adam,16,flash,10,7,0,0,1,2,False,0.7481111111111111,0.629,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.038773535546329285,adam,16,flash,10,6,0,0,1,3,False,0.7521111111111111,0.633,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.038053134741054644,adam,16,flash,10,6,0,0,1,4,False,0.7587777777777778,0.618,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03724614925020271,adam,16,flash,10,5,0,0,1,5,False,0.7578888888888888,0.632,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03701598025858402,adam,16,flash,10,5,0,0,1,6,False,0.7532222222222222,0.63,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.0370430629832877,adam,16,flash,10,4,0,0,1,7,False,0.7591111111111111,0.627,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03625184246069855,adam,16,flash,10,4,0,0,1,8,False,0.762,0.646,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04121142953303125,adam,16,flash,10,0,0,1,1,1,False,0.7331111111111112,0.608,0.992
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03943930132024818,adam,16,flash,10,0,0,1,1,3,False,0.743,0.607,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.038177121127645174,adam,16,flash,10,0,0,1,1,5,False,0.7493333333333333,0.62,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03792469445036517,adam,16,flash,10,0,0,1,1,7,False,0.7494444444444445,0.621,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.037440475177433756,adam,16,flash,10,0,0,1,1,9,False,0.7497777777777778,0.62,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.036588687121868135,adam,16,flash,10,0,0,1,1,11,False,0.7581111111111111,0.62,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04699986079004076,adam,16,flash,10,15,0,1,1,1,False,0.6755555555555556,0.633,0.138
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04352772722972764,adam,16,flash,10,13,0,1,1,3,False,0.7025555555555556,0.626,0.286
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.04082282848987315,adam,16,flash,10,11,0,1,1,5,False,0.7312222222222222,0.637,0.568
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.039696593787935046,adam,16,flash,10,9,0,1,1,7,False,0.7528888888888889,0.64,0.933
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.037625090007980665,adam,16,flash,10,7,0,1,1,9,False,0.7657777777777778,0.641,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.037072341571251555,adam,16,flash,10,5,0,1,1,11,False,0.7621111111111111,0.633,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.038229158562090665,adam,16,flash,10,5,0,1,1,5,False,0.7507777777777778,0.625,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03757739016413689,adam,16,flash,10,4,0,1,1,7,False,0.7518888888888889,0.631,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.03693354082107544,adam,16,flash,10,3,0,1,1,9,False,0.7577777777777778,0.637,1.0
cifar10,False,False,57,0.1,top-left,1,0.1,0,0.0371471033576462,adam,16,flash,10,2,0,1,1,11,False,0.7564444444444445,0.627,1.0
