dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
gesture,False,False,57,0.1,top-left,1,0.3,0,0.012044624403296482,adam,16,static,40,0,0,0,1,1,False,0.9336734693877551,0.8923611111111112,0.10416666666666667
gesture,False,False,57,0.1,top-left,1,0.3,0,0.010878172649235344,adam,16,static,40,0,0,0,1,2,False,0.9464285714285714,0.8819444444444444,0.1597222222222222
gesture,False,False,57,0.1,top-left,1,0.3,0,0.0062224517123406235,adam,16,static,40,0,0,0,1,3,False,0.9914965986394558,0.9131944444444444,0.9965277777777778
gesture,False,False,57,0.1,top-left,1,0.3,0,0.004360421148895406,adam,16,static,40,0,0,0,1,4,False,0.9940476190476191,0.9097222222222222,1.0
gesture,False,False,57,0.1,top-left,1,0.3,0,0.005761009312336187,adam,16,static,40,0,0,0,1,5,False,0.9855442176870748,0.90625,1.0
gesture,False,False,57,0.1,top-left,1,0.3,0,0.004459572154521739,adam,16,static,40,0,0,0,1,6,False,0.9897959183673469,0.9166666666666666,1.0
gesture,False,False,57,0.1,top-left,1,0.3,0,0.004343924640050652,adam,16,static,40,0,0,0,1,7,False,0.9931972789115646,0.9236111111111112,1.0
gesture,False,False,57,0.1,top-left,1,0.3,0,0.0036261723682499765,adam,16,static,40,0,0,0,1,8,False,0.9940476190476191,0.9201388888888888,1.0
