,entropy_clean,entropy_backdoor
200,1.600211262702942,1.1920930376163597e-07
201,1.1023231744766235,1.1920930376163597e-07
202,1.2096588611602783,1.1920930376163597e-07
203,1.133089542388916,1.1920930376163597e-07
204,1.0158292055130005,1.1920930376163597e-07
205,0.8473583459854126,1.1920930376163597e-07
206,0.5664873123168945,1.1920930376163597e-07
207,0.7027336359024048,1.1920930376163597e-07
208,1.4693471193313599,1.1920930376163597e-07
209,1.4885311126708984,1.1920930376163597e-07
210,0.6810706257820129,1.1920930376163597e-07
211,1.2109012603759766,0.09803909808397293
212,1.936538577079773,1.1920930376163597e-07
213,1.159542441368103,1.1920930376163597e-07
214,1.8281769752502441,1.1920930376163597e-07
215,1.3685038089752197,1.1920930376163597e-07
216,1.9055739641189575,1.1920930376163597e-07
217,1.1015315055847168,1.1920930376163597e-07
218,2.00966477394104,1.1920930376163597e-07
219,1.3541420698165894,1.1920930376163597e-07
220,1.1375690698623657,1.1920930376163597e-07
221,1.8977973461151123,1.1920930376163597e-07
222,1.6885013580322266,1.1920930376163597e-07
223,1.7871546745300293,1.1920930376163597e-07
224,1.5430082082748413,1.1920930376163597e-07
225,1.357178807258606,1.1920930376163597e-07
226,1.3348878622055054,1.1920930376163597e-07
227,1.0348021984100342,1.1920930376163597e-07
228,1.6763015985488892,1.1920930376163597e-07
229,2.118083953857422,1.1920930376163597e-07
230,1.369020700454712,1.1920930376163597e-07
231,1.023887038230896,1.1920930376163597e-07
232,0.9333176612854004,1.1920930376163597e-07
233,0.8371644020080566,1.1920930376163597e-07
234,1.5091149806976318,1.1920930376163597e-07
235,1.9269092082977295,1.1920930376163597e-07
236,1.4795293807983398,1.1920930376163597e-07
237,2.20489764213562,1.1920930376163597e-07
238,1.1265524625778198,1.1920930376163597e-07
239,1.5069143772125244,1.1920930376163597e-07
240,1.137227177619934,1.1920930376163597e-07
241,2.2402873039245605,1.1920930376163597e-07
242,1.624985933303833,1.1920930376163597e-07
243,1.8032222986221313,1.1920930376163597e-07
244,1.575639009475708,1.1920930376163597e-07
245,1.5294809341430664,1.1920930376163597e-07
246,1.4922573566436768,1.1920930376163597e-07
247,1.2100075483322144,1.1920930376163597e-07
248,1.8682572841644287,1.1920930376163597e-07
249,1.6119699478149414,1.1920930376163597e-07
250,1.2475111484527588,1.1920930376163597e-07
251,1.730750322341919,1.1920930376163597e-07
252,1.8321396112442017,1.1920930376163597e-07
253,1.6770787239074707,1.1920930376163597e-07
254,2.220200777053833,1.1920930376163597e-07
255,2.30391788482666,1.1920930376163597e-07
256,2.1328725814819336,1.1920930376163597e-07
257,2.1829161643981934,1.1920930376163597e-07
258,2.0752246379852295,1.1920930376163597e-07
259,1.1844596862792969,1.1920930376163597e-07
260,1.0900236368179321,1.1920930376163597e-07
261,1.8016040325164795,1.1920930376163597e-07
262,1.603939414024353,1.1920930376163597e-07
263,1.5176167488098145,1.1920930376163597e-07
264,1.5942519903182983,1.1920930376163597e-07
265,1.9365429878234863,1.1920930376163597e-07
266,1.9517065286636353,1.1920930376163597e-07
267,1.9820464849472046,1.1920930376163597e-07
268,1.9891763925552368,1.1920930376163597e-07
269,1.6748391389846802,1.1920930376163597e-07
270,1.4834691286087036,1.1920930376163597e-07
271,1.5141937732696533,1.1920930376163597e-07
272,1.3065686225891113,1.1920930376163597e-07
273,1.7644120454788208,1.1920930376163597e-07
274,1.1168195009231567,1.1920930376163597e-07
275,1.3197360038757324,1.1920930376163597e-07
276,1.7119598388671875,1.1920930376163597e-07
277,2.1748509407043457,1.1920930376163597e-07
278,2.0046920776367188,1.1920930376163597e-07
279,2.0288023948669434,1.1920930376163597e-07
280,1.8436673879623413,1.1920930376163597e-07
281,1.904465913772583,1.1920930376163597e-07
282,1.9779410362243652,1.1920930376163597e-07
283,1.623692274093628,1.1920930376163597e-07
284,1.6109493970870972,1.1920930376163597e-07
285,0.8665845394134521,1.1920930376163597e-07
286,1.9087779521942139,1.1920930376163597e-07
287,1.1074445247650146,1.1920930376163597e-07
