mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.5,[0.003127428939880974],[0.0]
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.7,0.8867,1.0
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.7,0.8852,1.0
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.7,0.9822,1.0
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.2,0.9801,1.0
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.2,0.9817,1.0
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.2,0.098,1.0
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.2,0.7135,1.0
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.2,0.9661,0.4974
mnist,False,False,42,0.1,top-left,1,0.1,0,0.017545855203009282,adam,16,flash,1,0,0,0,1,1,False,0.87425,0.9822,1.0,True,True,random,0.2,0.8952,0.0943
