dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04157230958839257,adam,16,static,10,11,0,0,1,5,False,0.7248888888888889,0.625,0.519
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03952880345284939,adam,16,static,10,10,0,0,1,6,False,0.7548888888888889,0.625,0.691
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.036989757971631156,adam,16,static,10,9,0,0,1,7,False,0.7788888888888889,0.637,0.881
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03653474740849601,adam,16,static,10,8,0,0,1,8,False,0.784,0.653,0.98
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04113755712575383,adam,16,static,10,7,0,0,1,1,False,0.7346666666666667,0.631,0.643
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04061065778798527,adam,16,static,10,7,0,0,1,2,False,0.7433333333333333,0.613,0.87
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.040582994639873506,adam,16,static,10,6,0,0,1,3,False,0.7393333333333333,0.612,0.995
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.038696335804131295,adam,16,static,10,6,0,0,1,4,False,0.7596666666666667,0.629,0.996
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.036036779877212315,adam,16,static,10,5,0,0,1,5,False,0.7762222222222223,0.656,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03616675745281908,adam,16,static,10,5,0,0,1,6,False,0.7754444444444445,0.629,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03511153335538175,adam,16,static,10,4,0,0,1,7,False,0.783,0.644,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.034744963619444104,adam,16,static,10,4,0,0,1,8,False,0.78,0.656,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.041652642985184986,adam,16,static,10,0,0,0,1,1,False,0.7314444444444445,0.604,0.746
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04057079944345686,adam,16,static,10,0,0,0,1,2,False,0.7411111111111112,0.611,0.995
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03818925571276082,adam,16,static,10,0,0,0,1,3,False,0.7611111111111111,0.624,0.99
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.036510622382164,adam,16,static,10,0,0,0,1,4,False,0.771,0.628,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03627661235299375,adam,16,static,10,0,0,0,1,5,False,0.7746666666666666,0.646,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03483511164453294,adam,16,static,10,0,0,0,1,6,False,0.7785555555555556,0.641,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03454855561753114,adam,16,static,10,0,0,0,1,7,False,0.7855555555555556,0.634,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03435774559279283,adam,16,static,10,0,0,0,1,8,False,0.7831111111111111,0.656,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04736919174922837,adam,16,static,10,15,0,0,1,1,False,0.6763333333333333,0.614,0.138
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04504551635185877,adam,16,static,10,14,0,0,1,2,False,0.6872222222222222,0.621,0.192
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04320896154642105,adam,16,static,10,13,0,0,1,3,False,0.7054444444444444,0.624,0.251
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04056229339871142,adam,16,static,10,12,0,0,1,4,False,0.7325555555555555,0.641,0.344
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03832268507281939,adam,16,static,10,11,0,0,1,5,False,0.7556666666666667,0.654,0.499
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03841062291794353,adam,16,static,10,10,0,0,1,6,False,0.7661111111111111,0.648,0.693
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03760487718714608,adam,16,static,10,9,0,0,1,7,False,0.7718888888888888,0.654,0.87
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03578667405909962,adam,16,static,10,8,0,0,1,8,False,0.7907777777777778,0.651,0.995
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04263510477542877,adam,16,static,10,7,0,0,1,1,False,0.7255555555555555,0.585,0.931
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03921600786844889,adam,16,static,10,7,0,0,1,2,False,0.757,0.633,0.953
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.038170593798160554,adam,16,static,10,6,0,0,1,3,False,0.7603333333333333,0.648,0.998
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.037452619819177524,adam,16,static,10,6,0,0,1,4,False,0.763,0.624,0.999
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.0369332074854109,adam,16,static,10,5,0,0,1,5,False,0.764,0.643,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.038013148377339046,adam,16,static,10,5,0,0,1,6,False,0.7592222222222222,0.629,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03527209171487226,adam,16,static,10,4,0,0,1,7,False,0.7774444444444445,0.652,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03453008372750547,adam,16,static,10,4,0,0,1,8,False,0.7802222222222223,0.651,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.048375220626592635,adam,16,static,10,0,0,1,1,1,False,0.6647777777777778,0.612,0.109
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04461033179031478,adam,16,static,10,0,0,1,1,3,False,0.6978888888888889,0.628,0.189
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04126485644943184,adam,16,static,10,0,0,1,1,5,False,0.732,0.612,0.894
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.0385419215708971,adam,16,static,10,0,0,1,1,7,False,0.7516666666666667,0.615,0.998
