dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor,defend,prune,prune_rate,pruned_clean,pruned_bd,fine_tune,fine_tune_epochs,fine_tune_clean,fine_tune_bd,fine_prune,fine_prune_clean,fine_prune_bd
gesture,False,False,57,0.1,top-left,1,0.2,2,0.003618931150710096,adam,16,static,40,0,0,0,1,99,False,0.9948979591836735,0.9027777777777778,1.0,True,True,0.8,0.4756944444444444,0.9652777777777778,True,4,0.8993055555555556,0.004078406130752733,True,0.9027777777777778,0.9965277777777778
gesture,False,False,57,0.1,top-left,1,0.2,2,0.003618931150710096,adam,16,static,40,0,0,0,1,99,False,0.9948979591836735,0.9027777777777778,1.0,True,True,0.99,0.08333333333333333,0.0,True,4,0.8784722222222222,0.006153712715280967,True,0.9270833333333334,0.9965277777777778
gesture,False,False,57,0.1,top-left,1,0.3,2,0.003389946295132189,adam,16,static,40,0,0,0,1,99,False,0.9940476190476191,0.9131944444444444,1.0,True,True,0.8,0.5104166666666666,0.9618055555555556,True,4,0.8888888888888888,0.008492776962359332,True,0.8819444444444444,0.9791666666666666
gesture,False,False,57,0.1,top-left,1,0.3,2,0.003389946295132189,adam,16,static,40,0,0,0,1,99,False,0.9940476190476191,0.9131944444444444,1.0,True,True,0.99,0.08333333333333333,0.0,True,4,0.875,0.012787408395929055,True,0.8715277777777778,0.9583333333333334
gesture,False,False,57,0.1,top-left,1,0.2,2,0.004198497177108007,adam,16,flash,40,0,0,0,1,6,False,0.9923469387755102,0.9097222222222222,1.0,True,True,0.8,0.08333333333333333,1.0,True,4,0.875,0.007101705763489008,True,0.9131944444444444,1.0
gesture,False,False,57,0.1,top-left,1,0.2,2,0.004198497177108007,adam,16,flash,40,0,0,0,1,6,False,0.9923469387755102,0.9097222222222222,1.0,True,True,0.99,0.08333333333333333,1.0,True,4,0.8680555555555556,0.007432417737113105,True,0.9097222222222222,1.0
gesture,False,False,57,0.1,top-left,1,0.2,2,0.003618931150710096,adam,16,static,40,0,0,0,1,99,False,0.9948979591836735,0.9027777777777778,1.0,True,True,0.8,0.4756944444444444,0.9652777777777778,True,8,0.9027777777777778,0.0045684014653993976,True,0.9201388888888888,0.9479166666666666
gesture,False,False,57,0.1,top-left,1,0.2,2,0.003618931150710096,adam,16,static,40,0,0,0,1,99,False,0.9948979591836735,0.9027777777777778,1.0,True,True,0.99,0.08333333333333333,0.0,True,8,0.9270833333333334,0.005665369558199827,True,0.9305555555555556,0.8958333333333334
gesture,False,False,57,0.1,top-left,1,0.3,2,0.003389946295132189,adam,16,static,40,0,0,0,1,99,False,0.9940476190476191,0.9131944444444444,1.0,True,True,0.8,0.5104166666666666,0.9618055555555556,True,8,0.8819444444444444,0.010478047356526885,True,0.9201388888888888,0.9340277777777778
gesture,False,False,57,0.1,top-left,1,0.3,2,0.003389946295132189,adam,16,static,40,0,0,0,1,99,False,0.9940476190476191,0.9131944444444444,1.0,True,True,0.99,0.08333333333333333,0.0,True,8,0.8715277777777778,0.014667981330098378,True,0.8993055555555556,0.8958333333333334
gesture,False,False,57,0.1,top-left,1,0.2,2,0.004198497177108007,adam,16,flash,40,0,0,0,1,6,False,0.9923469387755102,0.9097222222222222,1.0,True,True,0.8,0.08333333333333333,1.0,True,8,0.9131944444444444,0.007560998434200883,True,0.8888888888888888,1.0
gesture,False,False,57,0.1,top-left,1,0.2,2,0.004198497177108007,adam,16,flash,40,0,0,0,1,6,False,0.9923469387755102,0.9097222222222222,1.0,True,True,0.99,0.08333333333333333,1.0,True,8,0.9097222222222222,0.00844667404372659,True,0.90625,1.0
gesture,False,False,57,0.1,top-left,1,0.2,2,0.004198497177108007,adam,16,flash,40,0,0,0,1,6,False,0.9923469387755102,0.9097222222222222,1.0,True,True,1,0.08333333333333333,1.0,True,8,0.9131944444444444,0.007740145859618981,True,0.8993055555555556,1.0
gesture,False,False,57,0.1,top-left,1,0.2,2,0.014916524443091179,adam,16,flash,20,0,0,0,1,10,False,0.9158163265306123,0.8368055555555556,1.0,True,True,1,0.08333333333333333,1.0,True,3,0.8333333333333334,0.023046481060898967,True,0.8333333333333334,0.9965277777777778
gesture,False,False,57,0.1,top-left,1,0.2,2,0.014916524443091179,adam,16,flash,20,0,0,0,1,10,False,0.9158163265306123,0.8368055555555556,1.0,True,True,1,0.08333333333333333,1.0,True,3,0.8263888888888888,0.0027779011094632247,True,0.08333333333333333,0.0
gesture,False,False,57,0.1,top-left,1,0.2,1,0.01602864315017399,adam,16,flash,20,0,0,0,1,10,False,0.9200680272108843,0.8402777777777778,1.0,True,True,1,0.08333333333333333,0.0,True,3,0.8263888888888888,0.021675779244914237,True,0.08333333333333333,0.0
gesture,False,False,57,0.1,top-left,1,0.2,1,0.01602864315017399,adam,16,flash,20,0,0,0,1,10,False,0.9200680272108843,0.8402777777777778,1.0,True,True,1,0.08333333333333333,0.0,True,3,0.8263888888888888,0.021675779244914237,True,0.08333333333333333,0.0
gesture,False,False,57,0.1,top-left,1,0.2,2,0.014916524443091179,adam,16,flash,20,0,0,0,1,10,False,0.9158163265306123,0.8368055555555556,1.0,True,True,1,0.08333333333333333,1.0,True,3,0.8263888888888888,1.0,True,0.08333333333333333,0.0
gesture,False,False,57,0.1,top-left,1,0.2,0,0.0136216913356262,adam,16,flash,20,0,0,0,1,10,False,0.9277210884353742,0.8680555555555556,0.9930555555555556,True,True,1,0.08333333333333333,1.0,True,3,0.8472222222222222,0.9930555555555556,True,0.08333333333333333,1.0
