dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
cifar10,False,False,57,0.1,top-left,3,0.1,0,0.04740896422333188,adam,16,static,10,0,0,1,1,1,False,0.6771111111111111,0.644,0.123
cifar10,False,False,57,0.1,top-left,3,0.1,0,0.0466363643474049,adam,16,static,10,0,0,1,1,3,False,0.6863333333333334,0.627,0.125
cifar10,False,False,57,0.1,top-left,3,0.1,0,0.0455452648765511,adam,16,static,10,0,0,1,1,5,False,0.6901111111111111,0.61,0.368
cifar10,False,False,57,0.1,top-left,3,0.1,0,0.03927915029062165,adam,16,static,10,0,0,1,1,7,False,0.7481111111111111,0.642,0.941
cifar10,False,False,57,0.1,top-left,3,0.1,0,0.03874134992394183,adam,16,static,10,0,0,1,1,9,False,0.7453333333333333,0.633,0.996
cifar10,False,False,57,0.1,top-left,3,0.1,0,0.03881159687870079,adam,16,static,10,0,0,1,1,11,False,0.7473333333333333,0.611,0.996
