dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
mnist,False,False,42,0.1,top-left,3,0.1,0,0.003795779144317688,adam,16,flash,10,7,0,1,1,1,False,0.9966333333333334,0.9935,1.0
mnist,False,False,42,0.1,top-left,3,0.1,0,0.0029587321957903136,adam,16,flash,10,6,0,1,1,3,False,0.9963333333333333,0.9944,1.0
mnist,False,False,42,0.1,top-left,3,0.1,0,0.002348335829869029,adam,16,flash,10,5,0,1,1,5,False,0.9961,0.993,1.0
mnist,False,False,42,0.1,top-left,3,0.1,0,0.0017596437721852755,adam,16,flash,10,4,0,1,1,7,False,0.99635,0.9934,1.0
mnist,False,False,42,0.1,top-left,3,0.1,0,0.0013064976499998012,adam,16,flash,10,3,0,1,1,9,False,0.9963166666666666,0.9936,1.0
mnist,False,False,42,0.1,top-left,3,0.1,0,0.000976973383932174,adam,16,flash,10,2,0,1,1,11,False,0.9965,0.9939,1.0
