dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
mnist,False,False,42,0.1,top-left,1,0.3,0,0.003757909914532987,adam,16,static,10,7,0,0,1,1,False,0.99675,0.9933,1.0
mnist,False,False,42,0.1,top-left,1,0.3,0,0.003796341355110053,adam,16,static,10,7,0,0,1,2,False,0.99645,0.9932,1.0
mnist,False,False,42,0.1,top-left,1,0.3,0,0.0030040176821523345,adam,16,static,10,6,0,0,1,3,False,0.9965333333333334,0.9932,1.0
mnist,False,False,42,0.1,top-left,1,0.3,0,0.0030194812389304085,adam,16,static,10,6,0,0,1,4,False,0.9967666666666667,0.9937,1.0
mnist,False,False,42,0.1,top-left,1,0.3,0,0.0023153217941018133,adam,16,static,10,5,0,0,1,5,False,0.9966666666666667,0.9935,1.0
mnist,False,False,42,0.1,top-left,1,0.3,0,0.0023253407994653875,adam,16,static,10,5,0,0,1,6,False,0.99675,0.9934,1.0
mnist,False,False,42,0.1,top-left,1,0.3,0,0.0017270843968911018,adam,16,static,10,4,0,0,1,7,False,0.9968,0.9938,1.0
mnist,False,False,42,0.1,top-left,1,0.3,0,0.0017491381545560823,adam,16,static,10,4,0,0,1,8,False,0.9964666666666666,0.9935,1.0
