trigger_size,trigger_length,strobe,acceptable_fpr,tpr_adapt,fpr_adapt,tnr_adapt,fnr_adapt,tpr_abs,fpr_abs,tnr_abs,fnr_abs
1.0,6,0,0.05,0.3321917808219178,0.05051369863013699,0.949486301369863,0.6678082191780822,0.696917808219178,0.3030821917808219,0.696917808219178,0.3030821917808219
