Initial CA,Initial ASR,Pruned CA,Pruned ASR,Fine-tuned CA,Fine-tuned ASR,Fine-pruned CA,Fine-pruned ASR
0.9131944444444444,1.0,0.25,1.0,0.8958333333333334,0.6805555555555556,0.8888888888888888,0.19444444444444445
