dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
mnist,False,False,42,0.1,top-left,0,0.3,0,0.016373392078264926,adam,16,static,10,0,0,1,1,1,False,0.9066333333333333,0.9931,0.1002
mnist,False,False,42,0.1,top-left,0,0.3,0,0.016450346483414372,adam,16,static,10,0,0,1,1,3,False,0.9064,0.9917,0.0996
mnist,False,False,42,0.1,top-left,0,0.3,0,0.015335724637409051,adam,16,static,10,0,0,1,1,5,False,0.91105,0.9918,0.1457
mnist,False,False,42,0.1,top-left,0,0.3,0,0.01583187451660633,adam,16,static,10,0,0,1,1,7,False,0.9075833333333333,0.9927,0.1122
mnist,False,False,42,0.1,top-left,0,0.3,0,0.014385573002090677,adam,16,static,10,0,0,1,1,9,False,0.9149833333333334,0.9919,0.1989
mnist,False,False,42,0.1,top-left,0,0.3,0,0.014568956155221288,adam,16,static,10,0,0,1,1,11,False,0.9112166666666667,0.9926,0.1538
