dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
gesture,False,False,57,0.1,top-left,0,0.2,0,0.012747124483694836,adam,16,static,40,0,0,1,1,1,False,0.9302721088435374,0.9097222222222222,0.10416666666666667
gesture,False,False,57,0.1,top-left,0,0.2,0,0.012727134251257493,adam,16,static,40,0,0,1,1,3,False,0.9285714285714286,0.8993055555555556,0.11458333333333333
gesture,False,False,57,0.1,top-left,0,0.2,0,0.012241727548974509,adam,16,static,40,0,0,1,1,5,False,0.9302721088435374,0.8993055555555556,0.1076388888888889
gesture,False,False,57,0.1,top-left,0,0.2,0,0.012151231064277441,adam,16,static,40,0,0,1,1,7,False,0.9362244897959183,0.9131944444444444,0.10069444444444445
gesture,False,False,57,0.1,top-left,0,0.2,0,0.01277075036346507,adam,16,static,40,0,0,1,1,9,False,0.9251700680272109,0.9131944444444444,0.10069444444444445
gesture,False,False,57,0.1,top-left,0,0.2,0,0.012749999207222746,adam,16,static,40,0,0,1,1,11,False,0.9277210884353742,0.90625,0.09722222222222222
